39,-103.402756,20.674723
278,-103.46443,20.69872
0,-103.403986,20.635072
124,-103.409899,20.639867
154,-103.39938,20.652086
74,-103.403986,20.635072
29,-103.388333,20.720556
447,-103.388333,20.720556
528,-103.40269,20.65165
3675,-103.472407,20.701714
16566,-103.37875,20.73877
484,-103.455749,20.678299
68,-103.3985,20.65111
135,-103.392353,20.691176
728,-103.392353,20.691176
619,-103.455749,20.678299
1549,-103.455749,20.678299
248,-103.392353,20.691176
219,-103.429772,20.752293
56,-103.392353,20.691176
1018,-103.392353,20.691176
33,-103.392353,20.691176
819,-103.392353,20.691176
164,-103.392353,20.691176
151,-103.35986,20.73126
36,-103.447888,20.744364
167,-103.401178,20.641646
147,-103.406267,20.645391
423,-103.447888,20.744364
104,-103.392353,20.691176
3588,-103.44353,20.681229
350,-103.402912,20.651665
436,-103.401952,20.652646
56,-103.415535,20.691929
4740,-103.429772,20.752293
172,-103.392353,20.691176
758,-103.419796,20.657106
496,-103.419796,20.657106
875,-103.419796,20.657106
1259,-103.419796,20.657106
166,-103.479931,20.702721
84,-103.392353,20.691176
5149,-103.510556,20.750833
148,-103.403312,20.651879
36,-103.445857,20.687747
1191,-103.406267,20.645391
5005,-103.35733,20.70069
17,-103.402756,20.674723
0,-103.37875,20.73877
480,-103.415535,20.691929
10,-103.445857,20.687747
382,-103.425115,20.629848
46,-103.418468,20.694687
110,-103.3985,20.65111
20,-103.388333,20.720556
280,-103.39588,20.72264
24,-103.35986,20.73126
151,-103.398958,20.657145
486,-103.388333,20.720556
978,-103.41505,20.69382
202,-103.386282,20.719625
60,-103.403986,20.635072
175,-103.455749,20.678299
101,-103.455749,20.678299
334,-103.388333,20.720556
278,-103.419796,20.657106
571,-103.419796,20.657106
0,-103.409426,20.640575
897,-103.419796,20.657106
145,-103.479931,20.702721
50,-103.402756,20.674723
0,-103.388333,20.720556
10,-103.392353,20.691176
101,-103.429772,20.752293
0,-103.388333,20.720556
0,-103.388333,20.720556
29,-103.429772,20.752293
112,-103.392353,20.691176
41,-103.392353,20.691176
7,-103.392353,20.691176
13,-103.392353,20.691176
51,-103.392353,20.691176
72,-103.402756,20.674723
169,-103.386282,20.719625
466,-103.44353,20.681229
0,-103.403986,20.635072
77,-103.402756,20.674723
11,-103.46443,20.69872
82,-103.3985,20.65111
22,-103.35986,20.73126
1031,-103.37875,20.73877
174,-103.510556,20.750833
17,-103.38874,20.71945
22,-103.392353,20.691176
73,-103.429772,20.752293
25,-103.392353,20.691176
95,-103.392353,20.691176
15,-103.392353,20.691176
240,-103.392353,20.691176
28,-103.392353,20.691176
37,-103.392353,20.691176
